
Country Name En,Unit Name,2023,2023 Flag,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Uganda,Tonnes - live weight,129980,A,101422,A,138558.4,A,123897,A,102942.7,A,103737,A,112343.6,A,118051.2,A,117590,A,111023,A,98063,A,95906,A,85712.7,A,95000,E,76654.1,A,52250,E,51110,A,32392,A,10817,A,5539,A,5500,A,4915,A,2360,A,820,A,475,A,320,A,360,A,210,A,194,A,179,A,87,A,77,E,63,E,52,E,42,E,34,A,38,A,35,A,33,A,31,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Tonnes - live weight,15270.822,A,14630.0,A,16881.808,A,18567.796,A,18603.712,A,18595.43,A,20168.2,A,21424.6,A,22241.3,A,24434,A,23174.6,E,23719.9,E,23553.2,E,22864.9,E,24082.5,E,24337,E,27965,E,19181,E,28854,E,26350.2,E,25615.1,E,30869.76,E,31037,E,30969,E,33816,E,28332,E,30000,E,32709,A,35368,A,43686,A,66117,A,66904,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union of Soviet Socialist Republics [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256295,A,418277,A,351936,A,319683,A,348824,A,323501,A,293292,A,270454,A,225378,A,209120,A,185350,A,157905,A,158848,A,139984,A,137196,A,130606,A,133363,A,108900,A,105400,A,96700,A,81300,A,78800,A,69100,A,72160,A,72570,A,66730,A,60790,A,61350,A,57690,A,53990,A,62260,A,54710,A,43800,A,34860,A,53040,A,54040,A,53450,A,54870,A,39080,A,38310,A,46940,A,54070,A
United Arab Emirates,Tonnes - live weight,2257.836,A,3524.960,A,2662.942,A,3047.779,A,3240,E,3230,E,3255,A,2684.9,A,790,E,788,E,780,E,420,E,415,E,198,E,130,E,1343,A,644,E,610,E,590,E,570,E,2300,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,2,A,6,A,9,A,7,A,7,A,7,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
United Kingdom of Great Britain and Northern Ireland,Tonnes - live weight,183110.112,A,201355.112,A,239268.685,A,220327.205,A,233849.219,A,189921.352,A,227642.446,A,194507.266,A,211759.543,A,234368.628,A,225762.183,A,205594.7,A,198967.6,A,201363.85,A,196597.82,A,175702,A,174200,A,171848,A,172813,A,207203,A,181838,E,179036,A,170516,A,152485,A,154800,A,137421,A,129715,A,109901,A,93838,A,85701,A,68774,A,56824,A,60887,A,50044,A,49316,A,36392,A,29435,A,24013,A,20104,A,17612,A,11684,A,11987,A,4049,A,2855,A,2351,A,888,A,585,A,690,A,876,A,556,A,401,A,213,A,516,A,444,A,200,E,200,E,200,E,200,E,300,E,200,E,35,E,35,E,135,A,35,E,35,E,35,E,35,E,35,E,35,E,30,E,30,E,30,E,30,E,30,E
United Republic of Tanzania,Tonnes - live weight,122095.7,A,75896.046,A,64904.344,A,18886.16,A,18013.40,A,16852.22,A,19602,A,12547.4,A,10742.2,A,10317.2,A,10166.1,A,9917.4,A,7248.75,A,7338.5,A,5722,A,5217,E,4045,A,3272,A,3012,E,3013,E,2002,E,2630,E,1300,E,1210,E,1700,A,1200,E,1200,E,1200,E,1200,E,1150,E,1200,E,1350,E,1400,E,1375,E,1375,E,37,A,35,A,32,A,21,A,15,A,8,A,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Republic of Tanzania, Zanzibar",Tonnes - live weight,128565,A,110509,A,105329,A,87867,A,96652,A,104266.223,A,109815.46,A,111159.231,A,167236.939,A,133030.593,A,110444.772,A,150885.788,A,130400,A,125157,A,102681.95,A,107925,A,84850.0,A,76760,A,73620,A,71860,A,94640,A,111830,A,81860,A,49910,A,36670,A,43050,A,36670,A,47740,A,39170,A,24590,A,17680,A,21230,A,24970,A,8080,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Tonnes - live weight,456367.511,A,479039.932,A,461788.113,A,448619.606,A,496152.848,A,471429.851,A,439801,A,444793,A,426111,A,421289,A,429111,A,420486,A,397392,A,496799,A,481224,A,501326,A,526045,A,519967,A,513920,A,607570,A,545971,A,498899,A,480362,A,456830,A,479212,A,445119,A,438356,A,393346,A,413454,A,391412,A,416913,A,413844,A,363083,A,315727,A,369252,A,357657,A,383259,A,372191,A,323573,A,326453,A,268483,E,261725,A,230111,E,168365,A,138990,A,158795,E,174310,E,183907,E,218459,A,167039,E,170320,E,173630,E,165590,E,168681,E,116768,E,131115,E,127299,E,114236,E,132578,E,123884,E,122697,E,109961,E,102547,E,104421,E,103059,E,90239,E,95771,E,98801,E,99691,E,87382,E,80268,E,78684,E,68446,E,61883,E
United States Virgin Islands,Tonnes - live weight,8,E,8,E,8,E,8,E,8,E,8,E,8,E,8,E,8,E,7.64,A,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,A,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,7,A,7,A,6,A,6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,Tonnes - live weight,63.775,A,73.6,E,83.9,E,97.8,E,120.5,E,104.774,A,69.979,A,69.653,A,203.828,A,215,E,217.86,A,91.232,A,77.82,A,84.97,A,54.41,A,36,A,31,A,37,A,49,A,22,A,24,A,17,A,17,A,85,A,31,A,19,A,19,A,21,A,20,A,10,A,5,A,7,A,3,E,3,E,3,E,5,A,3,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Uzbekistan,Tonnes - live weight,140283,E,130274,E,118933,E,98003,E,81717,E,57384,E,52450,E,38055,E,36896.6,A,29275.4,A,23834.9,A,14832.8,A,8722.1,A,6654,E,5162,A,4100,E,4000,E,3800,A,3800,E,3093,A,3118,A,3824,A,3988,A,5652,A,6056,A,6966,A,7490,A,5006,A,10197,A,14559,A,19043,A,18751,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,Tonnes - live weight,5,E,4,E,3,E,3.08,A,16.18,A,16.205,E,17.047,A,15.703,A,11.541,A,65.698,E,66.781,E,60.38,A,57,A,104.5,A,36.75,A,40,E,31,A,33,A,1,A,1,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),Tonnes - live weight,63524,E,67531,E,52065,E,39221,E,33636,E,25911,E,27000,E,25998,A,18911.41,A,30725.66,A,26830,E,26115.18,A,23954.24,A,18225.33,A,14844,A,18762.6,A,19951.3,A,23355.5,A,19228,A,24006,A,15705,A,18020,A,16647,A,13505,A,11020,A,9830,A,8950,A,7362,A,5719,A,4153,A,2708,A,2104,A,1119,A,638,A,802,A,712,A,401,A,405,A,863,A,807,A,450,E,327,E,289,E,272,E,277,E,242,E,218,E,157,E,134,E,101,E,75,E,45,E,30,E,20,E,15,E,5,E,2,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Viet Nam,Tonnes - live weight,5378859.632,A,5113494.28,A,4750173.83,A,4681434.95,A,4373747,A,4192822.5,A,3831777.53,A,3581579.03,A,3475449.61,A,3355234,A,3221095,A,3104501,A,2860990,E,2701317,A,2571080,A,2477450,E,2100400,E,1672727,E,1452300,E,1213617,E,952502,E,718041,E,603098,E,513517,E,413468,E,353920,E,332378,E,308288,A,389069,E,344084,E,188061,E,172899,E,168104,E,162076,E,164917,E,154317,E,141747,E,127449,E,129500,E,119000,E,113920,E,108770,E,103810,E,99160,E,94690,E,90760,E,87020,E,83580,E,80390,E,77220,E,74250,E,71230,E,68360,E,65350,E,62440,E,59580,E,56850,E,54130,E,51330,E,48540,E,45750,E,43040,E,40320,E,37660,E,34910,E,32270,E,29520,E,26780,E,24050,E,21310,E,10780,E,10650,A,10630,E,10600,E
Yemen,Tonnes - live weight,10,E,10,E,10,E,10,E,10,E,10,E,5,E,5,E,5,E,3,E,3,E,100,E,150,E,150,E,150,E,150,E,300,E,300,E,380,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia SFR [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6751,E,12990,E,11888,E,11867,E,11524,E,11647,E,11086,E,11617,E,15299,A,15319,A,16212,A,13883,A,13943,A,15979,A,16668,A,15476,A,16968,A,17421,A,14118,A,13079,A,12355,A,12770,A,12360,A,9660,A,10595,A,11300,A,8850,A,7275,A,7780,A,7350,A,7935,A,5830,A,5605,A,5470,A,6620,A,6300,A,5570,A,5080,A,5370,A,4830,A,5400,A,3610,A
Zambia,Tonnes - live weight,76627,E,75648,E,63355.00,A,45670.00,A,38480,A,29565,E,21567.1,A,21600,E,22754,A,19281,E,20271,A,12988,A,10530,A,10290,A,8505,A,5640,A,5876,A,5210,A,5125,E,5125,A,4501,A,4630,E,4520,E,4240,E,4180,E,4159,A,4718,E,4770,A,4081,A,4530,E,4655,A,3700,E,2470,E,1460,E,1180,E,1147,A,1091,A,695,A,363,A,340,A,202,A,72,A,45,E,27,E,15,E,8,E,3,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Tonnes - live weight,8714.55,A,8353.01,A,5057.82,A,21276.34,A,20356.01,A,18759.33,A,17909.06,A,21500.85,A,21177.81,E,21393.69,E,20092,E,16091,E,15282,E,5482,E,5352,E,5252,E,2550,E,2500,E,2502,A,3005,A,2650,A,2263,A,2285,A,2151,A,1203,A,170,E,170,E,170,E,150,E,130,A,130,A,132,A,134,A,157,E,160,E,165,A,156,A,150,A,140,A,138,A,131,A,74,A,76,A,75,A,75,A,40,A,40,A,40,A,31,E,22,E,12,E,2,E,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
